,0
0,-49.144972929456344
1,-11.137824054210483
2,46.788704929266544
3,-46.50561735087348
4,4.652784264714342
5,15.625188571328607
6,102.99944950126874
7,34.18519312289607
8,67.13873618519347
9,-26.15010689478966
10,-41.28101168244943
11,-10.576708706561902
12,-13.870064159647711
13,1.2265380113658466
14,39.52138529409336
15,8.666851561140788
16,-70.22787334974132
17,-7.558827617497343
18,27.478907053639006
19,64.52385269961135
20,-16.555514447906233
21,-26.582353430244282
22,72.44025080297138
23,-27.75229609010414
24,9.322691912936293
25,3.1973444210644004
26,-18.91494468503798
27,-29.464499050033005
28,-44.71157560993083
29,-35.663953318247195
30,34.38354398724689
31,-40.40301912647067
32,-29.997502186194822
33,-26.73250751795009
34,111.39351699659483
35,-34.07158719134382
36,35.74275827665865
37,-6.270722395218456
38,2.617527757538582
39,120.75233450346423
40,-12.839539129678485
41,0.9048629806071631
42,4.73317373311221
43,62.94371239621137
44,-18.01076323095198
45,95.26621517639896
46,-18.666511206990762
47,-48.438601431783255
48,-36.21080362455109
49,62.17474777403913
50,-115.5990967828388
51,7.246970697466267
52,168.0828642026142
53,-82.8390234420152
54,73.77462007849887
55,-89.22774208735254
56,-91.75563078624609
57,-52.95896276741612
58,-53.62935301894605
59,70.96573748430473
60,-43.443073764313766
61,15.975242697569747
62,-35.28319280764907
63,-29.88402591784193
64,-12.163948266820427
65,-21.437947515805824
66,-8.868323568365994
67,-8.16281787018741
68,-1.4530473886576587
69,-19.380027349290813
70,2.004823327448534
71,-29.923458047675652
72,-74.73585430652503
73,-48.61572321495261
74,-19.885729042285035
75,-32.99199222252979
76,-23.190605607795867
77,-28.023956468694486
78,-21.774999562518452
79,-51.69461947436085
80,-23.676333218880277
81,-29.68075708588249
82,-8.600129247211697
83,-67.4916220087635
84,-47.57879250446038
85,-68.59712270752324
86,1.770031827233403
87,39.09012179600303
88,-32.48400974577517
89,-47.315967665226864
90,-7.924059419217109
91,18.539310112911565
92,8.10664718825138
93,-23.730430212286066
94,-10.715876592602868
95,19.977537836821533
96,7.897432673388664
97,-17.940328940550216
98,-41.765602731245785
99,-50.99403105138978
100,-37.05444312750117
101,7.043631306389301
102,19.773320877294836
103,-45.9300504589999
104,-77.95830110652528
105,9.58232987891789
106,9.17075410084945
107,-16.841813135960493
108,-46.37661309230454
109,-23.522742771517095
110,-62.73737159057098
111,-30.24133081024381
112,-25.94408441968808
113,12.129256643701595
114,26.951249129225047
115,70.39767305227345
116,6.459976459563233
117,-25.504342808635677
118,17.31463324551782
119,1.2166139871814643
120,-14.139123640700117
121,-5.551118966558121
122,-1.4593423561119536
123,-12.862621038292929
124,2.080251078689514
125,9.404821689122997
126,14.562845195437959
127,5.210942662574325
128,-6.331953587532709
129,-29.553185888377953
130,-4.163152073734032
131,-46.06149177960128
132,-104.65556571536332
133,60.86149661580697
134,189.22383831410218
135,10.727823926910162
136,73.18117279592812
137,-117.34880415302105
138,13.092510111733517
139,-5.001786743734982
140,-70.66769717597401
141,-114.8194222008357
142,-53.495572185813955
143,-23.001790303681275
144,57.673198673636904
145,-77.46637585186839
146,-19.358730789996102
147,76.71584314814885
148,57.52520753343259
149,96.65215282266874
150,93.44906828194507
151,160.1706795147346
152,152.51577386610478
153,3.608614787883681
154,-55.07176251070021
155,-41.55342989512426
156,-38.06751725676371
157,-33.24614369715535
158,37.60100170590893
159,-11.818328671678241
160,-17.472986555408312
161,-11.121813624788523
162,-6.957000259076054
163,-12.499877518881291
164,-24.109486174080146
165,-35.983762995443165
166,-28.635238667220733
167,-19.96494858836548
168,14.841818385396053
169,28.448865666229807
170,39.393076346733665
171,24.729656702577344
172,-12.24471657870518
173,4.452579769859227
174,27.022766626525197
175,-69.89057316236732
176,-32.25703707552947
177,-55.478234284534395
178,-15.819549130138263
179,-27.75692236890341
180,-4.053027126790596
181,-31.668577474363623
182,20.297563396997184
183,40.09046267301402
184,-14.46461871021674
185,3.2565162579249147
186,-32.490618773404165
187,-15.636836536392906
188,-39.73347621157771
189,-12.426428297726318
190,-23.230793273000543
191,11.979633068088091
192,-0.8111412040700259
193,-45.35116507939499
194,54.70986234877351
195,5.090848439827923
196,-4.2035153219709365
197,-9.474488267454277
198,-7.41427898394668
199,4.062687889644323
200,6.628490532376134
201,96.3392363246136
202,77.01084389987277
203,83.00873529224741
204,20.753842654978968
205,-0.11151215384690616
206,-18.561999602007575
207,-41.51178856091207
208,-12.670159277571258
209,-16.258983986843674
210,-28.518220355866447
211,17.41970341656588
212,-41.14381696542256
213,-58.74572460361239
214,32.7857116911716
215,32.324987223701044
216,40.01225788197465
217,94.54834526114547
218,72.57327605227641
219,-53.211704187769584
220,-78.12245521808994
221,-72.45665897800745
222,46.43936669400338
223,139.46584323897463
224,31.69882832295815
225,-1.4712259275253246
226,-26.88929087726848
227,4.470283701589324
228,9.570529356967427
229,51.82583119800617
230,9.13865874492231
231,45.53203733885579
232,51.066650376615854
233,41.79393898699384
234,37.62298754985531
235,-34.40526290124335
236,0.41260487930107104
237,-4.103392263489951
238,71.45475694299401
239,13.23629434937095
240,-0.6951981440008694
241,99.12801688813141
242,52.664535566962
243,16.75829121101495
244,-24.909037984725785
245,111.33907094713021
246,16.865221876354894
247,18.83325807584646
248,-19.48852386006041
249,-2.2355586641543255
250,-12.757966327952545
251,-51.636984839830006
252,-0.4546442698051578
253,-40.924686594836885
254,130.4390582711969
255,-5.46922244708
256,-8.188437946986596
257,24.57768255833328
258,1.082454298198627
259,-14.871761746839454
260,7.827705863346125
261,-6.380125970703858
262,-16.731428826584107
263,-1.9811446714633405
264,82.16283285031605
265,22.15610199976571
266,23.417932199327254
267,18.605250657316603
268,52.79225470289768
269,32.68812079785066
270,110.00901527404847
271,-29.46307367282583
272,5.9775914349719415
273,107.40770612669056
274,107.11694702774446
275,32.73123926359787
276,21.130525075279365
277,117.46333226463025
278,29.31012259124543
279,30.928507372693275
280,49.94086556916588
281,-19.813004981502985
282,2.472984707539652
283,-6.38970177541961
284,-3.5734464457639206
285,17.838230134953136
286,-17.880029380937316
287,-24.88159687058794
288,-12.72931908256703
289,-13.87261863684472
290,27.826783050429952
291,-22.272942632023593
292,76.16243470870428
293,-1.0162682776761756
294,-25.5076068386458
295,62.768273567296205
296,-28.019080515421138
297,-4.386216558544447
298,-40.58853034007876
299,18.499292361223866
300,-12.106906657043766
301,92.69784904536658
302,453.14167301159046
303,515.4175855047408
304,-29.190019893950762
305,-30.52707305942569
306,-54.27449080558874
307,-35.13802159357883
308,22.349102975331817
309,-41.33149526194812
310,-14.561436557862024
311,2.3910195275714443
312,38.399259689846076
313,-33.66967275231313
314,-6.091455717501503
315,-7.250235181876164
316,-26.07954823472646
317,-10.64499675474164
318,-15.9208620216219
319,-21.142129586298694
320,-41.47824173796505
321,-7.572847347551285
322,-6.125284367784111
323,-103.69131839587007
324,-47.32333978806375
325,54.082267147973155
326,-10.51488743667693
327,-13.235477230324193
328,-13.945562989566042
329,3.151523046062664
330,32.45967364473793
331,22.568458704899626
332,-25.81770287996
333,-23.962966016202472
334,0.5418536606728992
335,-19.880250380108293
336,-49.26444777402202
337,-6.155499097270436
338,-23.979496047542852
339,-8.854648136244123
340,5.4531356619339135
341,13.903033295722082
342,13.092510111733517
343,-23.280509088750293
344,-8.420147867054894
345,-3.1261437457465178
346,-0.7270768363910349
347,-22.301815219278097
348,-19.439682429384817
349,44.405985178152804
350,-5.009729924702363
351,17.742447969246896
352,20.056015665620322
353,88.50734523491296
354,-19.460239150838433
355,3.2239849994189598
356,52.400583553709765
357,-44.92609451950921
358,-44.15481032214623
359,19.646635362021627
360,78.99878445211357
361,-93.08534936669021
362,-43.33533543612435
363,-23.280872872972836
364,36.061949076493164
365,-17.38892857712671
366,-45.73136603437632
367,1.6361613993439565
368,0.596603367616872
369,13.674541771393422
370,66.35073387961303
371,-9.100246045083207
372,-60.26613201393738
373,-7.971784567232135
374,-2.0665946618202895
375,29.016714123443208
376,-30.84309425379962
377,-20.453885700029762
378,-16.7520582097101
379,-31.69700610247552
380,-47.31151499865033
381,3.615349918094058
382,1.3591207294291845
383,-8.947628241009888
384,6.652181964019633
385,68.65474033973278
386,106.75879124456739
387,40.578709748938124
388,60.4217114500793
389,-2.72309762215923
390,33.786881200158916
391,28.05462838977615
392,22.570383513940413
393,-30.174955146216533
394,-38.81729931332426
395,23.93544772095477
396,-8.370562719935464
397,6.640560619428214
398,14.481541986619867
399,-11.88096267431623
400,-6.748674401180274
401,9.030073739788975
402,12.111160582677908
403,-18.66582234894652
404,-32.63442561766415
405,26.06795255157975
406,-18.579500960277002
407,-31.455873730766598
408,-5.46978324668089
409,-51.837358296486116
410,-38.92026459522302
411,-2.58177123312457
412,37.95188295522163
413,8.073225810915797
414,-10.410255448837493
415,26.219961801926203
416,65.11429903657687
417,16.358753522864312
418,-26.778255042920875
419,46.61954664465635
420,50.86298295648507
421,33.76731392028474
422,-47.10594415144094
423,41.5724474328274
424,-19.866260611042634
425,-25.569349744223565
426,-21.439621203761817
427,-14.189849461112928
428,1.775713981881477
